uniqueid,forecasting,tool_tip,node_name,Category,delta,08-2010,Monthly,,,,,,,,,,,,,,,,
Mazda_CX-5_SUV_Adelaide_Television_7TWO_ADE_Metropolitan_Television,,CX-5 SUV Adelaide Television 7TWO ADE,CX-5 SUV Adelaide Television 7TWO ADE,Client Data:Competitor Sales and Marketing:All Marketing:Forester Competitors:Mazda CX 5:Adelaide:Television,0.5,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Mazda_CX-7_SUV_Adelaide_Television_SAS7_Metropolitan_Television,,CX-7 SUV Adelaide Television SAS7,CX-7 SUV Adelaide Television SAS7,Client Data:Competitor Sales and Marketing:All Marketing:Forester Competitors:Mazda CX 5:Adelaide:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mazda_CX-7_SUV-Retail_Adelaide_Television_7TWO_ADE_Metropolitan_Television,,CX-7 SUV-Retail Adelaide Television 7TWO ADE,CX-7 SUV-Retail Adelaide Television 7TWO ADE,Client Data:Competitor Sales and Marketing:All Marketing:Forester Competitors:Mazda CX 5:Adelaide:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mazda_CX-5_SUV_Adelaide_Television_GEM_ADE_Metropolitan_Television,,CX-5 SUV Adelaide Television GEM ADE,CX-5 SUV Adelaide Television GEM ADE,Client Data:Competitor Sales and Marketing:All Marketing:Forester Competitors:Mazda CX 5:Adelaide:Television,0.5,0,1,5,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
Mazda_CX-7_SUV-Retail_Perth_Television_7Mate_PER_Metropolitan_Television,,CX-7 SUV-Retail Perth Television 7Mate PER,CX-7 SUV-Retail Perth Television 7Mate PER,Client Data:Competitor Sales and Marketing:All Marketing:Forester Competitors:Mazda CX 5:Perth:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mazda_CX-7_SUV_Perth_Television_GEM_PER_Metropolitan_Television,,CX-7 SUV Perth Television GEM PER,CX-7 SUV Perth Television GEM PER,Client Data:Competitor Sales and Marketing:All Marketing:Forester Competitors:Mazda CX 5:Perth:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mazda_CX-7_SUV-Retail_Perth_Television_GO_PER_Metropolitan_Television,,CX-7 SUV-Retail Perth Television GO PER,CX-7 SUV-Retail Perth Television GO PER,Client Data:Competitor Sales and Marketing:All Marketing:Forester Competitors:Mazda CX 5:Perth:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mazda_CX-5_SUV_Perth_Television_TVW7_Metropolitan_Television,,CX-5 SUV Perth Television TVW7,CX-5 SUV Perth Television TVW7,Client Data:Competitor Sales and Marketing:All Marketing:Forester Competitors:Mazda CX 5:Perth:Television,0.5,0,23,77,20,0,15,12,13,16,0,21,0,0,0,19,23,26,7
Mazda_CX-7_SUV_Perth_Radio_92.9_FM_Metropolitan_Radio,,CX-7 SUV Perth Radio 92.9 FM,CX-7 SUV Perth Radio 92.9 FM,Client Data:Competitor Sales and Marketing:All Marketing:Forester Competitors:Mazda CX 5:Perth:Radio,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mazda_CX-7_SUV-Retail_Perth_Television_SBSPER_Metropolitan_Television,,CX-7 SUV-Retail Perth Television SBSPER,CX-7 SUV-Retail Perth Television SBSPER,Client Data:Competitor Sales and Marketing:All Marketing:Forester Competitors:Mazda CX 5:Perth:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mazda_CX-7_SUV_Perth_Television_TVW7_Metropolitan_Television,,CX-7 SUV Perth Television TVW7,CX-7 SUV Perth Television TVW7,Client Data:Competitor Sales and Marketing:All Marketing:Forester Competitors:Mazda CX 5:Perth:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mazda_CX-7_SUV_Perth_Radio_94.5_FM_Metropolitan_Radio,,CX-7 SUV Perth Radio 94.5 FM,CX-7 SUV Perth Radio 94.5 FM,Client Data:Competitor Sales and Marketing:All Marketing:Forester Competitors:Mazda CX 5:Perth:Radio,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mazda_CX-7_SUV_Perth_Television_GO_PER_Metropolitan_Television,,CX-7 SUV Perth Television GO PER,CX-7 SUV Perth Television GO PER,Client Data:Competitor Sales and Marketing:All Marketing:Forester Competitors:Mazda CX 5:Perth:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mazda_CX-5_SUV_Perth_Television_Eleven_PER_Metropolitan_Television,,CX-5 SUV Perth Television Eleven PER,CX-5 SUV Perth Television Eleven PER,Client Data:Competitor Sales and Marketing:All Marketing:Forester Competitors:Mazda CX 5:Perth:Television,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,1
Mazda_CX-5_SUV_Perth_Television_SBS2_PER_Metropolitan_Television,,CX-5 SUV Perth Television SBS2 PER,CX-5 SUV Perth Television SBS2 PER,Client Data:Competitor Sales and Marketing:All Marketing:Forester Competitors:Mazda CX 5:Perth:Television,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Mazda_CX-5_SUV_Perth_Television_SBSPER_Metropolitan_Television,,CX-5 SUV Perth Television SBSPER,CX-5 SUV Perth Television SBSPER,Client Data:Competitor Sales and Marketing:All Marketing:Forester Competitors:Mazda CX 5:Perth:Television,0.5,0,0,19,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Mazda_CX-7_SUV-Retail_Perth_Television_ONEPER_Metropolitan_Television,,CX-7 SUV-Retail Perth Television ONEPER,CX-7 SUV-Retail Perth Television ONEPER,Client Data:Competitor Sales and Marketing:All Marketing:Forester Competitors:Mazda CX 5:Perth:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mazda_CX-7_SUV_Perth_Television_SBSPER_Metropolitan_Television,,CX-7 SUV Perth Television SBSPER,CX-7 SUV Perth Television SBSPER,Client Data:Competitor Sales and Marketing:All Marketing:Forester Competitors:Mazda CX 5:Perth:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mazda_CX-5_SUV_Perth_Television_NEW10_Metropolitan_Television,,CX-5 SUV Perth Television NEW10,CX-5 SUV Perth Television NEW10,Client Data:Competitor Sales and Marketing:All Marketing:Forester Competitors:Mazda CX 5:Perth:Television,0.5,0,0,0,11,2,4,6,7,19,0,19,0,0,0,19,4,12,12
Mazda_CX-5_SUV_Perth_Television_GO_PER_Metropolitan_Television,,CX-5 SUV Perth Television GO PER,CX-5 SUV Perth Television GO PER,Client Data:Competitor Sales and Marketing:All Marketing:Forester Competitors:Mazda CX 5:Perth:Television,0.5,0,3,1,3,0,1,2,1,2,0,0,0,0,0,1,0,1,0
Mazda_CX-7_SUV-Retail_Perth_Television_Eleven_PER_Metropolitan_Television,,CX-7 SUV-Retail Perth Television Eleven PER,CX-7 SUV-Retail Perth Television Eleven PER,Client Data:Competitor Sales and Marketing:All Marketing:Forester Competitors:Mazda CX 5:Perth:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mazda_CX-7_SUV_Perth_Television_NEW10_Metropolitan_Television,,CX-7 SUV Perth Television NEW10,CX-7 SUV Perth Television NEW10,Client Data:Competitor Sales and Marketing:All Marketing:Forester Competitors:Mazda CX 5:Perth:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mazda_CX-7_SUV-Retail_Perth_Television_TVW7_Metropolitan_Television,,CX-7 SUV-Retail Perth Television TVW7,CX-7 SUV-Retail Perth Television TVW7,Client Data:Competitor Sales and Marketing:All Marketing:Forester Competitors:Mazda CX 5:Perth:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mazda_CX-7_SUV_Perth_Television_STW9_Metropolitan_Television,,CX-7 SUV Perth Television STW9,CX-7 SUV Perth Television STW9,Client Data:Competitor Sales and Marketing:All Marketing:Forester Competitors:Mazda CX 5:Perth:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mazda_CX-7_SUV-Retail_Perth_Television_GEM_PER_Metropolitan_Television,,CX-7 SUV-Retail Perth Television GEM PER,CX-7 SUV-Retail Perth Television GEM PER,Client Data:Competitor Sales and Marketing:All Marketing:Forester Competitors:Mazda CX 5:Perth:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mazda_CX-5_SUV_Perth_Television_7Mate_PER_Metropolitan_Television,,CX-5 SUV Perth Television 7Mate PER,CX-5 SUV Perth Television 7Mate PER,Client Data:Competitor Sales and Marketing:All Marketing:Forester Competitors:Mazda CX 5:Perth:Television,0.5,0,2,0,2,0,3,1,1,1,0,2,0,0,0,2,1,0,0
Mazda_CX-7_SUV-Retail_Perth_Television_7TWO_PER_Metropolitan_Television,,CX-7 SUV-Retail Perth Television 7TWO PER,CX-7 SUV-Retail Perth Television 7TWO PER,Client Data:Competitor Sales and Marketing:All Marketing:Forester Competitors:Mazda CX 5:Perth:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mazda_CX-5_SUV_Perth_Television_7TWO_PER_Metropolitan_Television,,CX-5 SUV Perth Television 7TWO PER,CX-5 SUV Perth Television 7TWO PER,Client Data:Competitor Sales and Marketing:All Marketing:Forester Competitors:Mazda CX 5:Perth:Television,0.5,0,1,3,1,0,1,1,0,1,0,0,0,0,0,3,0,1,0
Mazda_CX-5_SUV_Perth_Press_West_Australian_Metropolitan_Press,,CX-5 SUV Perth Press West Australian,CX-5 SUV Perth Press West Australian,Client Data:Competitor Sales and Marketing:All Marketing:Forester Competitors:Mazda CX 5:Perth:Press,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mazda_CX-7_SUV-Retail_Perth_Television_STW9_Metropolitan_Television,,CX-7 SUV-Retail Perth Television STW9,CX-7 SUV-Retail Perth Television STW9,Client Data:Competitor Sales and Marketing:All Marketing:Forester Competitors:Mazda CX 5:Perth:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mazda_CX-7_SUV_Perth_Television_7Mate_PER_Metropolitan_Television,,CX-7 SUV Perth Television 7Mate PER,CX-7 SUV Perth Television 7Mate PER,Client Data:Competitor Sales and Marketing:All Marketing:Forester Competitors:Mazda CX 5:Perth:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mazda_CX-5_SUV_Perth_Television_GEM_PER_Metropolitan_Television,,CX-5 SUV Perth Television GEM PER,CX-5 SUV Perth Television GEM PER,Client Data:Competitor Sales and Marketing:All Marketing:Forester Competitors:Mazda CX 5:Perth:Television,0.5,0,2,10,2,0,2,3,1,1,0,1,0,0,0,2,0,0,1
Mazda_CX-5_SUV_Perth_Television_STW9_Metropolitan_Television,,CX-5 SUV Perth Television STW9,CX-5 SUV Perth Television STW9,Client Data:Competitor Sales and Marketing:All Marketing:Forester Competitors:Mazda CX 5:Perth:Television,0.5,0,3,53,21,0,18,7,23,32,0,17,0,0,0,29,28,25,0
Mazda_CX-5_SUV_Perth_Television_ONEPER_Metropolitan_Television,,CX-5 SUV Perth Television ONEPER,CX-5 SUV Perth Television ONEPER,Client Data:Competitor Sales and Marketing:All Marketing:Forester Competitors:Mazda CX 5:Perth:Television,0.5,0,0,0,1,0,1,1,1,1,0,0,0,0,0,2,1,1,1
Mazda_CX-7_SUV-Retail_Perth_Television_NEW10_Metropolitan_Television,,CX-7 SUV-Retail Perth Television NEW10,CX-7 SUV-Retail Perth Television NEW10,Client Data:Competitor Sales and Marketing:All Marketing:Forester Competitors:Mazda CX 5:Perth:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mazda_CX-7_SUV_Brisbane_Television_7Mate_BRIS_Metropolitan_Television,,CX-7 SUV Brisbane Television 7Mate BRIS,CX-7 SUV Brisbane Television 7Mate BRIS,Client Data:Competitor Sales and Marketing:All Marketing:Forester Competitors:Mazda CX 5:Brisbane:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mazda_CX-7_SUV_Brisbane_Television_SBSBRI_Metropolitan_Television,,CX-7 SUV Brisbane Television SBSBRI,CX-7 SUV Brisbane Television SBSBRI,Client Data:Competitor Sales and Marketing:All Marketing:Forester Competitors:Mazda CX 5:Brisbane:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mazda_CX-5_SUV_Brisbane_Television_SBSBRI_Metropolitan_Television,,CX-5 SUV Brisbane Television SBSBRI,CX-5 SUV Brisbane Television SBSBRI,Client Data:Competitor Sales and Marketing:All Marketing:Forester Competitors:Mazda CX 5:Brisbane:Television,0.5,0,0,25,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
Mazda_CX-7_SUV-Retail_Brisbane_Television_QTQ9_Metropolitan_Television,,CX-7 SUV-Retail Brisbane Television QTQ9,CX-7 SUV-Retail Brisbane Television QTQ9,Client Data:Competitor Sales and Marketing:All Marketing:Forester Competitors:Mazda CX 5:Brisbane:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mazda_CX-5_SUV_Brisbane_Television_BTQ7_Metropolitan_Television,,CX-5 SUV Brisbane Television BTQ7,CX-5 SUV Brisbane Television BTQ7,Client Data:Competitor Sales and Marketing:All Marketing:Forester Competitors:Mazda CX 5:Brisbane:Television,0.5,0,30,110,20,0,25,19,29,31,0,43,0,0,0,69,35,57,18
Mazda_CX-5_SUV_Brisbane_Television_QTQ9_Metropolitan_Television,,CX-5 SUV Brisbane Television QTQ9,CX-5 SUV Brisbane Television QTQ9,Client Data:Competitor Sales and Marketing:All Marketing:Forester Competitors:Mazda CX 5:Brisbane:Television,0.5,0,10,98,39,0,34,18,37,44,0,38,0,0,0,65,28,34,14
Mazda_CX-7_SUV-Retail_Brisbane_Television_TVQ10_Metropolitan_Television,,CX-7 SUV-Retail Brisbane Television TVQ10,CX-7 SUV-Retail Brisbane Television TVQ10,Client Data:Competitor Sales and Marketing:All Marketing:Forester Competitors:Mazda CX 5:Brisbane:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mazda_CX-5_SUV_Brisbane_Press_Courier_Mail_Metropolitan_Press,,CX-5 SUV Brisbane Press Courier Mail,CX-5 SUV Brisbane Press Courier Mail,Client Data:Competitor Sales and Marketing:All Marketing:Forester Competitors:Mazda CX 5:Brisbane:Press,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mazda_CX-5_SUV_Brisbane_Television_7TWO_BRIS_Metropolitan_Television,,CX-5 SUV Brisbane Television 7TWO BRIS,CX-5 SUV Brisbane Television 7TWO BRIS,Client Data:Competitor Sales and Marketing:All Marketing:Forester Competitors:Mazda CX 5:Brisbane:Television,0.5,0,2,2,1,0,0,1,0,2,0,0,0,0,0,2,0,0,0
Mazda_CX-7_SUV-Retail_Brisbane_Television_SBSBRI_Metropolitan_Television,,CX-7 SUV-Retail Brisbane Television SBSBRI,CX-7 SUV-Retail Brisbane Television SBSBRI,Client Data:Competitor Sales and Marketing:All Marketing:Forester Competitors:Mazda CX 5:Brisbane:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mazda_CX-7_SUV_Brisbane_Television_BTQ7_Metropolitan_Television,,CX-7 SUV Brisbane Television BTQ7,CX-7 SUV Brisbane Television BTQ7,Client Data:Competitor Sales and Marketing:All Marketing:Forester Competitors:Mazda CX 5:Brisbane:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mazda_CX-7_SUV-Retail_Brisbane_Television_BTQ7_Metropolitan_Television,,CX-7 SUV-Retail Brisbane Television BTQ7,CX-7 SUV-Retail Brisbane Television BTQ7,Client Data:Competitor Sales and Marketing:All Marketing:Forester Competitors:Mazda CX 5:Brisbane:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mazda_CX-7_SUV-Retail_Brisbane_Television_7TWO_BRIS_Metropolitan_Television,,CX-7 SUV-Retail Brisbane Television 7TWO BRIS,CX-7 SUV-Retail Brisbane Television 7TWO BRIS,Client Data:Competitor Sales and Marketing:All Marketing:Forester Competitors:Mazda CX 5:Brisbane:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mazda_CX-5_SUV_Brisbane_Television_GO_BRIS_Metropolitan_Television,,CX-5 SUV Brisbane Television GO BRIS,CX-5 SUV Brisbane Television GO BRIS,Client Data:Competitor Sales and Marketing:All Marketing:Forester Competitors:Mazda CX 5:Brisbane:Television,0.5,0,3,0,0,0,2,2,3,3,0,0,0,0,0,2,1,0,1
Mazda_CX-7_CX-9_SUV-Retail_Brisbane_Press_Courier_Mail_Metropolitan_Press,,CX-7/CX-9 SUV-Retail Brisbane Press Courier Mail,CX-7/CX-9 SUV-Retail Brisbane Press Courier Mail,Client Data:Competitor Sales and Marketing:All Marketing:Forester Competitors:Mazda CX 5:Brisbane:Press,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mazda_CX-5_SUV_Brisbane_Television_7Mate_BRIS_Metropolitan_Television,,CX-5 SUV Brisbane Television 7Mate BRIS,CX-5 SUV Brisbane Television 7Mate BRIS,Client Data:Competitor Sales and Marketing:All Marketing:Forester Competitors:Mazda CX 5:Brisbane:Television,0.5,0,2,0,2,0,2,1,1,1,0,1,0,0,0,2,2,0,1
Mazda_CX-5_SUV_Brisbane_Television_SBS2_BRI_Metropolitan_Television,,CX-5 SUV Brisbane Television SBS2 BRI,CX-5 SUV Brisbane Television SBS2 BRI,Client Data:Competitor Sales and Marketing:All Marketing:Forester Competitors:Mazda CX 5:Brisbane:Television,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Mazda_CX-7_SUV_Brisbane_Television_GO_BRIS_Metropolitan_Television,,CX-7 SUV Brisbane Television GO BRIS,CX-7 SUV Brisbane Television GO BRIS,Client Data:Competitor Sales and Marketing:All Marketing:Forester Competitors:Mazda CX 5:Brisbane:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mazda_CX-5_SUV_Brisbane_Television_ONEBRI_Metropolitan_Television,,CX-5 SUV Brisbane Television ONEBRI,CX-5 SUV Brisbane Television ONEBRI,Client Data:Competitor Sales and Marketing:All Marketing:Forester Competitors:Mazda CX 5:Brisbane:Television,0.5,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,1,1,1
Mazda_CX-7_SUV-Retail_Brisbane_Television_ONEBRI_Metropolitan_Television,,CX-7 SUV-Retail Brisbane Television ONEBRI,CX-7 SUV-Retail Brisbane Television ONEBRI,Client Data:Competitor Sales and Marketing:All Marketing:Forester Competitors:Mazda CX 5:Brisbane:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mazda_CX-5_SUV_Brisbane_Television_TVQ10_Metropolitan_Television,,CX-5 SUV Brisbane Television TVQ10,CX-5 SUV Brisbane Television TVQ10,Client Data:Competitor Sales and Marketing:All Marketing:Forester Competitors:Mazda CX 5:Brisbane:Television,0.5,0,0,0,9,4,13,13,13,24,0,18,0,0,0,47,7,12,13
Mazda_CX-7_SUV-Retail_Brisbane_Television_Eleven_BRIS_Metropolitan_Television,,CX-7 SUV-Retail Brisbane Television Eleven BRIS,CX-7 SUV-Retail Brisbane Television Eleven BRIS,Client Data:Competitor Sales and Marketing:All Marketing:Forester Competitors:Mazda CX 5:Brisbane:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mazda_CX-7_SUV_Brisbane_Television_GEM_BRIS_Metropolitan_Television,,CX-7 SUV Brisbane Television GEM BRIS,CX-7 SUV Brisbane Television GEM BRIS,Client Data:Competitor Sales and Marketing:All Marketing:Forester Competitors:Mazda CX 5:Brisbane:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mazda_CX-7_SUV-Retail_Brisbane_Television_7Mate_BRIS_Metropolitan_Television,,CX-7 SUV-Retail Brisbane Television 7Mate BRIS,CX-7 SUV-Retail Brisbane Television 7Mate BRIS,Client Data:Competitor Sales and Marketing:All Marketing:Forester Competitors:Mazda CX 5:Brisbane:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mazda_CX-7_SUV-Retail_Brisbane_Television_GEM_BRIS_Metropolitan_Television,,CX-7 SUV-Retail Brisbane Television GEM BRIS,CX-7 SUV-Retail Brisbane Television GEM BRIS,Client Data:Competitor Sales and Marketing:All Marketing:Forester Competitors:Mazda CX 5:Brisbane:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mazda_CX-7_SUV_Brisbane_Television_TVQ10_Metropolitan_Television,,CX-7 SUV Brisbane Television TVQ10,CX-7 SUV Brisbane Television TVQ10,Client Data:Competitor Sales and Marketing:All Marketing:Forester Competitors:Mazda CX 5:Brisbane:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mazda_CX-7_SUV_Brisbane_Television_Eleven_BRIS_Metropolitan_Television,,CX-7 SUV Brisbane Television Eleven BRIS,CX-7 SUV Brisbane Television Eleven BRIS,Client Data:Competitor Sales and Marketing:All Marketing:Forester Competitors:Mazda CX 5:Brisbane:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mazda_CX-5_SUV_Brisbane_Television_Eleven_BRIS_Metropolitan_Television,,CX-5 SUV Brisbane Television Eleven BRIS,CX-5 SUV Brisbane Television Eleven BRIS,Client Data:Competitor Sales and Marketing:All Marketing:Forester Competitors:Mazda CX 5:Brisbane:Television,0.5,0,0,0,1,0,1,1,2,1,0,0,0,0,0,2,0,1,0
Mazda_CX-5_SUV_Brisbane_Television_GEM_BRIS_Metropolitan_Television,,CX-5 SUV Brisbane Television GEM BRIS,CX-5 SUV Brisbane Television GEM BRIS,Client Data:Competitor Sales and Marketing:All Marketing:Forester Competitors:Mazda CX 5:Brisbane:Television,0.5,0,3,10,1,0,3,2,1,1,0,1,0,0,0,3,1,2,1
Mazda_CX-7_SUV_Brisbane_Television_QTQ9_Metropolitan_Television,,CX-7 SUV Brisbane Television QTQ9,CX-7 SUV Brisbane Television QTQ9,Client Data:Competitor Sales and Marketing:All Marketing:Forester Competitors:Mazda CX 5:Brisbane:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mazda_CX-7_SUV-Retail_Brisbane_Television_GO_BRIS_Metropolitan_Television,,CX-7 SUV-Retail Brisbane Television GO BRIS,CX-7 SUV-Retail Brisbane Television GO BRIS,Client Data:Competitor Sales and Marketing:All Marketing:Forester Competitors:Mazda CX 5:Brisbane:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mazda_CX-7_SUV_Melbourne_Television_ATV10_Metropolitan_Television,,CX-7 SUV Melbourne Television ATV10,CX-7 SUV Melbourne Television ATV10,Client Data:Competitor Sales and Marketing:All Marketing:Forester Competitors:Mazda CX 5:Melbourne:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mazda_CX-5_SUV_Melbourne_Television_7Mate_MELB_Metropolitan_Television,,CX-5 SUV Melbourne Television 7Mate MELB,CX-5 SUV Melbourne Television 7Mate MELB,Client Data:Competitor Sales and Marketing:All Marketing:Forester Competitors:Mazda CX 5:Melbourne:Television,0.5,0,4,0,4,0,5,1,2,2,0,4,0,0,0,3,3,0,1
Mazda_CX-7_SUV-Retail_Melbourne_Radio_3AW_Metropolitan_Radio,,CX-7 SUV-Retail Melbourne Radio 3AW,CX-7 SUV-Retail Melbourne Radio 3AW,Client Data:Competitor Sales and Marketing:All Marketing:Forester Competitors:Mazda CX 5:Melbourne:Radio,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mazda_CX-5_SUV_Melbourne_Television_SBS2_MEL_Metropolitan_Television,,CX-5 SUV Melbourne Television SBS2 MEL,CX-5 SUV Melbourne Television SBS2 MEL,Client Data:Competitor Sales and Marketing:All Marketing:Forester Competitors:Mazda CX 5:Melbourne:Television,0.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Mazda_CX-7_SUV-Retail_Melbourne_Television_ONEMEL_Metropolitan_Television,,CX-7 SUV-Retail Melbourne Television ONEMEL,CX-7 SUV-Retail Melbourne Television ONEMEL,Client Data:Competitor Sales and Marketing:All Marketing:Forester Competitors:Mazda CX 5:Melbourne:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mazda_CX-7_SUV-Retail_Melbourne_Television_GO_MELB_Metropolitan_Television,,CX-7 SUV-Retail Melbourne Television GO MELB,CX-7 SUV-Retail Melbourne Television GO MELB,Client Data:Competitor Sales and Marketing:All Marketing:Forester Competitors:Mazda CX 5:Melbourne:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mazda_CX-5_SUV_Melbourne_Press_The_Age_Metropolitan_Press,,CX-5 SUV Melbourne Press The Age,CX-5 SUV Melbourne Press The Age,Client Data:Competitor Sales and Marketing:All Marketing:Forester Competitors:Mazda CX 5:Melbourne:Press,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mazda_CX-5_SUV_Melbourne_Television_GEM_MELB_Metropolitan_Television,,CX-5 SUV Melbourne Television GEM MELB,CX-5 SUV Melbourne Television GEM MELB,Client Data:Competitor Sales and Marketing:All Marketing:Forester Competitors:Mazda CX 5:Melbourne:Television,0.5,0,6,22,1,1,2,3,3,2,0,2,0,0,0,4,1,3,1
Mazda_CX-7_SUV-Retail_Melbourne_Television_7TWO_MELB_Metropolitan_Television,,CX-7 SUV-Retail Melbourne Television 7TWO MELB,CX-7 SUV-Retail Melbourne Television 7TWO MELB,Client Data:Competitor Sales and Marketing:All Marketing:Forester Competitors:Mazda CX 5:Melbourne:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mazda_CX-7_SUV_Melbourne_Television_GTV9_Metropolitan_Television,,CX-7 SUV Melbourne Television GTV9,CX-7 SUV Melbourne Television GTV9,Client Data:Competitor Sales and Marketing:All Marketing:Forester Competitors:Mazda CX 5:Melbourne:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mazda_CX-7_SUV-Retail_Melbourne_Television_7Mate_MELB_Metropolitan_Television,,CX-7 SUV-Retail Melbourne Television 7Mate MELB,CX-7 SUV-Retail Melbourne Television 7Mate MELB,Client Data:Competitor Sales and Marketing:All Marketing:Forester Competitors:Mazda CX 5:Melbourne:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mazda_CX-7_SUV_Melbourne_Television_GEM_MELB_Metropolitan_Television,,CX-7 SUV Melbourne Television GEM MELB,CX-7 SUV Melbourne Television GEM MELB,Client Data:Competitor Sales and Marketing:All Marketing:Forester Competitors:Mazda CX 5:Melbourne:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mazda_CX-7_SUV_Melbourne_Television_Eleven_MEL_Metropolitan_Television,,CX-7 SUV Melbourne Television Eleven MEL,CX-7 SUV Melbourne Television Eleven MEL,Client Data:Competitor Sales and Marketing:All Marketing:Forester Competitors:Mazda CX 5:Melbourne:Television,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
