uniqueid,forecasting,tool tip,node name,Category,delta,08-2010,Monthly,,,,,,,,,,,,,,,,,,
Price_SUBARU_FORESTER_2.0I,,2.0I,2.0I,Client Data:Subaru Price:All Models: FORESTER ,0.5,30990,30990,30990,30990,30990,30990,30990,30990,30990,30990,30990,30990,30990,30990,30990,30990,30990,30990,30990,30990
Price_TOYOTA_RAV4_2.0_GXL_CVT,,2.0_GXL_CVT,2.0_GXL_CVT,Client Data:Competitor Price:Forester Competitors:All Models:TOYOTA RAV4 ,0.5,35990,35990,35990,35990,35990,35990,35990,35990,35990,35990,35990,35990,35990,34990,34990,34990,34990,34990,34990,34990
Price_TOYOTA_RAV4_2.0_GXL,,2.0_GXL,2.0_GXL,Client Data:Competitor Price:Forester Competitors:All Models:TOYOTA RAV4 ,0.5,33990,33990,33990,33990,33990,33990,33990,33990,33990,33990,33990,33990,33990,32490,32490,32490,32490,32490,32490,32490
Price_TOYOTA_RAV4_2.0_GX_CVT,,2.0_GX_CVT,2.0_GX_CVT,Client Data:Competitor Price:Forester Competitors:All Models:TOYOTA RAV4 ,0.5,30990,30990,30990,30990,30990,30990,30990,30990,30990,30990,30990,30990,30990,30990,30990,30990,30990,30990,30990,30990
Price_TOYOTA_RAV4_2.0_GX,,2.0_GX,2.0_GX,Client Data:Competitor Price:Forester Competitors:All Models:TOYOTA RAV4 ,0.5,28990,28990,28990,28990,28990,28990,28990,28990,28990,28990,28990,28990,28990,28490,28490,28490,28490,28490,28490,28490
Price_TOYOTA_RAV4_2.5_CRUISER_4WD_AUTO,,2.5_CRUISER_4WD_AUTO,2.5_CRUISER_4WD_AUTO,Client Data:Competitor Price:Forester Competitors:All Models:TOYOTA RAV4 ,0.5,44990,44990,44990,44990,44990,44990,44990,44990,44990,44990,44990,44990,44990,45490,45490,45490,45490,45490,45490,45490
Price_TOYOTA_RAV4_2.5_CRUISER_4WD,,2.5_CRUISER_4WD,2.5_CRUISER_4WD,Client Data:Competitor Price:Forester Competitors:All Models:TOYOTA RAV4 ,0.5,42990,42990,42990,42990,42990,42990,42990,42990,42990,42990,42990,42990,42990,42990,42990,42990,42990,42990,42990,42990
Price_TOYOTA_RAV4_2.5_GXL_4WD_AUTO,,2.5_GXL_4WD_AUTO,2.5_GXL_4WD_AUTO,Client Data:Competitor Price:Forester Competitors:All Models:TOYOTA RAV4 ,0.5,38990,38990,38990,38990,38990,38990,38990,38990,38990,38990,38990,38990,38990,37990,37990,37990,37990,37990,37990,37990
Price_TOYOTA_RAV4_2.5_GXL_4WD,,2.5_GXL_4WD,2.5_GXL_4WD,Client Data:Competitor Price:Forester Competitors:All Models:TOYOTA RAV4 ,0.5,36990,36990,36990,36990,36990,36990,36990,36990,36990,36990,36990,36990,36990,35490,35490,35490,35490,35490,35490,35490
Price_TOYOTA_RAV4_2.5_GX_4WD_AUTO,,2.5_GX_4WD_AUTO,2.5_GX_4WD_AUTO,Client Data:Competitor Price:Forester Competitors:All Models:TOYOTA RAV4 ,0.5,33990,33990,33990,33990,33990,33990,33990,33990,33990,33990,33990,33990,33990,34490,34490,34490,34490,34490,34490,34490
Price_TOYOTA_RAV4_2.5_GX_4WD,,2.5_GX_4WD,2.5_GX_4WD,Client Data:Competitor Price:Forester Competitors:All Models:TOYOTA RAV4 ,0.5,31990,31990,31990,31990,31990,31990,31990,31990,31990,31990,31990,31990,31990,31990,31990,31990,31990,31990,31990,31990
